Age,Salary,Gender,Location,Property_Type,RAM,Credit_Score,Churn,Marital_Status,Dependents,Employment_Type,Loan_Amount,Internet_Usage,Fraud_Suspected,Approved_Loan
Unknown,70000,Male,Los Angeles,Studio,16GB,400,Yes,Single,,Business,50000,Medium,No,
,60000,Male,Los Angeles,Studio,,300,Yes,Single,0,Salaried,150000,,No,Yes
30,1500000,,New York,Studio,,Excellent,Yes,Widowed,3,Unemployed,50000,Low,No,Yes
25,N/A,Male,Chicago,Studio,16GB,,Yes,Widowed,3,Self-Employed,150000,Medium,No,
28,90000,Male,,Studio,8GB,500,Yes,,0,Self-Employed,10000,Very High,No,
,N/A,F,,Studio,8GB,400,No,,2,Self-Employed,10000,Medium,No,Yes
Unknown,60000,Male,New York,Studio,8GB,600,Yes,Divorced,3,Business,Unknown,Low,No,
Unknown,,F,New York,4bhk,16GB,Excellent,Yes,Widowed,1,Business,,High,No,Yes
40,60000,,,4bhk,32GB,,Yes,Single,0,Business,Unknown,,No,
35,70000,F,Chicago,3BHK,8GB,500,Yes,,,,10000,Very High,No,Yes
30,80000,Female,Los Angeles,Studio,2GB,,Yes,,N/A,Self-Employed,10000,Medium,No,Yes
,90000,Male,New York,3BHK,,400,Yes,Single,2,Unemployed,50000,Low,No,Yes
,1500000,F,Los Angeles,Studio,6GB,800,Yes,,0,Business,10000,Low,No,
35,90000,F,Chicago,1BHK,16GB,400,Yes,Divorced,N/A,Business,20000,,No,No
,,M,Chicago,4bhk,,400,Yes,Widowed,N/A,Self-Employed,150000,Low,No,
28,90000,Male,New York,Studio,2GB,Excellent,Yes,Single,,Business,5000,Low,No,
30,80000,,Los Angeles,3BHK,2GB,300,Yes,Widowed,3,,10000,,No,
25,80000,Female,Chicago,3BHK,,300,Yes,,,,Unknown,Very High,No,
,,Male,Chicago,4bhk,,,Yes,,3,Business,,High,No,Yes
40,90000,F,Los Angeles,2BHK,4GB,600,Yes,Single,3,Self-Employed,150000,High,No,
,60000,F,Chicago,2BHK,8GB,300,Yes,Divorced,0,Self-Employed,150000,Medium,No,
35,N/A,Other,Los Angeles,2BHK,8GB,300,Yes,Married,0,Self-Employed,,Very High,No,
,N/A,Other,Chicago,Studio,16GB,Poor,Yes,Single,2,Salaried,,Medium,No,Yes
25,60000,Male,New York,1BHK,2GB,400,Yes,Married,3,Business,150000,High,No,
Unknown,N/A,,Chicago,2BHK,32GB,500,Yes,Married,N/A,Self-Employed,20000,,No,No
28,1500000,Female,Chicago,Studio,,500,Yes,Divorced,1,,Unknown,Low,No,
30,N/A,Male,New York,1BHK,32GB,400,Yes,Married,2,Unemployed,20000,High,No,Yes
Unknown,90000,Female,Los Angeles,Studio,2GB,800,Yes,Married,0,Unemployed,10000,Very High,No,Yes
28,50000,M,Los Angeles,3BHK,6GB,Excellent,Yes,Divorced,,Self-Employed,5000,High,No,
Unknown,90000,Other,New York,Studio,,500,Yes,Married,2,Unemployed,,Very High,No,No
35,90000,,New York,2BHK,8GB,700,Yes,Married,2,Unemployed,Unknown,Very High,No,Yes
28,60000,F,New York,3BHK,2GB,Poor,Yes,Married,2,Salaried,,Very High,No,
Unknown,70000,F,Chicago,1BHK,8GB,,Yes,Single,2,,20000,Medium,No,
40,90000,Male,Chicago,Studio,32GB,300,Yes,Single,1,,50000,,No,
40,60000,Other,Los Angeles,Studio,16GB,500,Yes,Single,,Salaried,10000,High,No,
Unknown,90000,Male,Los Angeles,1BHK,2GB,Poor,Yes,Divorced,,Salaried,5000,,No,No
28,60000,Female,Los Angeles,Studio,8GB,Excellent,Yes,,,Unemployed,10000,Low,No,Yes
28,80000,Male,Chicago,3BHK,2GB,300,Yes,Married,3,Business,50000,High,No,Yes
,50000,Male,Chicago,Studio,8GB,400,Yes,Married,N/A,Unemployed,5000,,No,
28,60000,F,Chicago,Studio,,700,Yes,Divorced,,Salaried,50000,,No,Yes
30,60000,M,Chicago,1BHK,,500,Yes,Married,2,,10000,Low,No,
30,,Male,New York,Studio,16GB,Poor,Yes,Single,2,Unemployed,20000,Very High,No,Yes
Unknown,70000,Male,Chicago,4bhk,,300,Yes,,,Business,150000,High,No,Yes
,60000,Male,Los Angeles,1BHK,2GB,700,Yes,Widowed,,Unemployed,10000,High,No,Yes
40,90000,Male,Los Angeles,2BHK,32GB,800,Yes,Married,2,Self-Employed,10000,Low,No,Yes
,1500000,Other,Chicago,4bhk,16GB,,Yes,Single,3,Unemployed,10000,Very High,No,Yes
30,N/A,Male,Los Angeles,Studio,,,Yes,Widowed,0,Salaried,Unknown,High,No,Yes
30,80000,Other,Los Angeles,2BHK,2GB,400,Yes,,0,,50000,High,No,
28,1500000,Male,Los Angeles,1BHK,16GB,400,Yes,Widowed,,,50000,High,No,
,60000,M,New York,2BHK,32GB,300,Yes,Single,1,Salaried,,Very High,No,
,80000,F,New York,2BHK,16GB,600,Yes,Widowed,,Self-Employed,50000,Low,No,Yes
Unknown,90000,Male,Chicago,3BHK,16GB,Excellent,Yes,Divorced,,Salaried,,High,No,
30,70000,Male,,4bhk,,500,Yes,Widowed,0,Unemployed,Unknown,,No,Yes
Unknown,N/A,Male,Chicago,4bhk,32GB,Poor,Yes,Married,2,Salaried,20000,Very High,No,
28,70000,,Los Angeles,3BHK,2GB,Poor,Yes,Married,,Salaried,,Medium,No,
25,1500000,F,New York,3BHK,2GB,400,Yes,Divorced,2,Self-Employed,10000,Low,No,Yes
28,N/A,Male,,Studio,8GB,Poor,Yes,Single,2,Unemployed,20000,,Yes,
Unknown,80000,,Chicago,2BHK,16GB,,Yes,Married,1,Business,150000,High,No,
,,Female,New York,3BHK,2GB,,Yes,,2,Business,Unknown,Medium,Yes,
28,90000,F,,Studio,6GB,700,Yes,Married,0,,50000,Low,No,Yes
28,70000,Female,New York,Studio,8GB,600,Yes,Married,3,Salaried,,Very High,No,Yes
30,60000,F,New York,Studio,,,Yes,Single,3,,10000,Medium,No,No
30,70000,Male,Los Angeles,2BHK,,700,Yes,Widowed,N/A,Self-Employed,5000,Medium,No,
,60000,F,,3BHK,8GB,400,Yes,Married,,Business,150000,,No,Yes
45,50000,Male,New York,2BHK,2GB,,Yes,Divorced,0,Salaried,5000,Low,No,Yes
45,70000,F,Los Angeles,3BHK,32GB,Poor,Yes,Widowed,2,Self-Employed,20000,,No,Yes
45,90000,M,New York,Studio,8GB,300,Yes,,3,Self-Employed,50000,,No,Yes
45,N/A,F,,Studio,32GB,Poor,No,Single,0,Salaried,5000,High,No,
,90000,Male,Chicago,4bhk,,700,Yes,,3,Self-Employed,20000,Very High,No,No
40,90000,Male,New York,2BHK,16GB,700,Yes,Widowed,2,Salaried,Unknown,Medium,No,No
,60000,,New York,3BHK,2GB,,Yes,Widowed,3,Salaried,20000,Low,No,Yes
,,Male,New York,3BHK,,700,Yes,Widowed,,Unemployed,150000,Very High,No,No
40,90000,,Chicago,4bhk,6GB,Excellent,Yes,,,,20000,Very High,No,Yes
28,1500000,Male,Chicago,4bhk,8GB,700,Yes,Widowed,N/A,Self-Employed,150000,Low,Yes,
,90000,Female,Los Angeles,Studio,,600,Yes,,N/A,Self-Employed,20000,Very High,No,No
,70000,,Chicago,Studio,,Excellent,Yes,Widowed,3,Unemployed,10000,High,No,No
,90000,Female,Los Angeles,4bhk,8GB,500,Yes,Divorced,0,Unemployed,20000,Very High,No,
25,90000,Male,Los Angeles,3BHK,,Excellent,Yes,Widowed,,Unemployed,,High,No,
35,80000,Female,New York,Studio,,,Yes,,0,Business,20000,Medium,No,
28,90000,F,,4bhk,2GB,,Yes,Married,0,Business,10000,Medium,No,No
,1500000,,Los Angeles,3BHK,8GB,700,Yes,Widowed,3,Business,10000,,No,
35,70000,Male,Chicago,2BHK,6GB,700,Yes,Married,0,Salaried,Unknown,High,No,Yes
30,60000,Female,Los Angeles,2BHK,6GB,Excellent,Yes,Divorced,,Self-Employed,150000,Medium,No,
25,80000,,Chicago,Studio,8GB,400,No,Single,2,,50000,Very High,No,Yes
30,50000,Other,Chicago,Studio,2GB,400,Yes,Divorced,N/A,Salaried,5000,Low,No,Yes
28,70000,Female,,Studio,,300,Yes,Widowed,2,Self-Employed,5000,Low,No,Yes
,60000,Male,Los Angeles,3BHK,4GB,500,Yes,Married,0,Self-Employed,20000,High,No,Yes
40,50000,Male,New York,3BHK,16GB,600,Yes,Married,2,Unemployed,Unknown,,No,Yes
Unknown,70000,Male,Los Angeles,4bhk,2GB,Excellent,Yes,,,Unemployed,20000,Very High,No,No
30,90000,Male,Los Angeles,2BHK,,500,Yes,Married,,Salaried,5000,High,No,
Unknown,90000,,New York,4bhk,2GB,,Yes,,0,Unemployed,150000,Low,No,No
30,,F,Chicago,1BHK,2GB,400,Yes,Single,3,Self-Employed,150000,High,No,Yes
,60000,Male,Chicago,4bhk,8GB,Poor,Yes,Widowed,2,Unemployed,150000,Very High,No,Yes
30,90000,Female,New York,1BHK,8GB,600,No,,3,Business,10000,Medium,No,Yes
30,N/A,M,Los Angeles,Studio,4GB,500,Yes,Single,3,Unemployed,50000,Very High,No,Yes
,,Male,Los Angeles,3BHK,2GB,Excellent,Yes,Married,1,Self-Employed,Unknown,Medium,No,Yes
Unknown,,Male,Los Angeles,Studio,2GB,400,Yes,Married,0,Salaried,10000,Medium,No,
Unknown,,Male,Los Angeles,3BHK,16GB,Excellent,Yes,Single,N/A,,50000,Medium,No,
25,60000,Male,Chicago,1BHK,6GB,Poor,Yes,Married,,Unemployed,Unknown,High,Yes,Yes
Unknown,1500000,Male,Chicago,3BHK,,Poor,Yes,Single,,Self-Employed,Unknown,Low,No,
,90000,Male,Chicago,Studio,2GB,Poor,Yes,,0,,5000,High,No,No
28,70000,Male,Los Angeles,4bhk,2GB,800,Yes,,N/A,,10000,Low,No,Yes
30,N/A,F,New York,1BHK,16GB,300,Yes,Single,,Business,Unknown,Very High,No,Yes
,70000,,New York,4bhk,,600,Yes,,0,,,,No,
,90000,Other,Chicago,1BHK,,,Yes,,,Self-Employed,150000,Very High,No,
25,1500000,Female,Los Angeles,2BHK,32GB,Poor,Yes,,3,Self-Employed,Unknown,High,No,Yes
45,80000,M,New York,4bhk,,400,Yes,Divorced,2,Unemployed,50000,High,No,Yes
25,60000,F,Chicago,1BHK,16GB,,Yes,Widowed,2,Unemployed,5000,Low,No,No
28,90000,Other,Los Angeles,3BHK,,700,Yes,Married,,Unemployed,20000,High,No,Yes
30,70000,Female,Los Angeles,3BHK,2GB,Excellent,Yes,Divorced,1,,150000,Medium,No,Yes
,1500000,Male,Los Angeles,1BHK,16GB,600,Yes,,N/A,,5000,High,No,
28,70000,F,New York,3BHK,,600,Yes,Single,N/A,Business,20000,Low,No,No
30,60000,Other,New York,3BHK,2GB,Poor,Yes,,N/A,Unemployed,10000,Low,No,Yes
45,70000,Male,,Studio,,,Yes,Widowed,3,Salaried,10000,Medium,No,Yes
,1500000,,Chicago,4bhk,2GB,500,Yes,,N/A,Business,Unknown,Low,No,Yes
,1500000,Other,New York,4bhk,2GB,Poor,Yes,Single,2,Salaried,,,No,
,80000,Other,New York,2BHK,,400,Yes,Widowed,3,,10000,Very High,No,Yes
45,90000,Other,Chicago,2BHK,,Poor,Yes,,0,Business,Unknown,High,No,Yes
Unknown,90000,Male,Los Angeles,3BHK,32GB,300,Yes,Widowed,N/A,Business,150000,,No,No
25,1500000,Male,Los Angeles,2BHK,16GB,500,Yes,Married,N/A,Self-Employed,5000,High,No,
40,60000,Male,Los Angeles,Studio,16GB,700,Yes,Married,0,,10000,,No,Yes
Unknown,80000,Other,Chicago,4bhk,,,Yes,,N/A,,5000,High,No,
Unknown,N/A,Female,Chicago,3BHK,16GB,500,Yes,Widowed,0,Business,5000,Medium,No,Yes
40,50000,M,Chicago,2BHK,8GB,800,Yes,Single,3,,,Low,No,No
25,70000,Male,Los Angeles,1BHK,2GB,800,Yes,,2,Business,10000,Low,No,No
Unknown,1500000,F,Los Angeles,1BHK,16GB,500,Yes,Married,0,Self-Employed,5000,Medium,No,
25,50000,M,Los Angeles,Studio,16GB,,Yes,Married,1,Business,,,No,Yes
,90000,Male,New York,2BHK,8GB,,Yes,,0,,,Very High,No,
,N/A,M,New York,2BHK,6GB,400,No,Widowed,N/A,,10000,,No,
Unknown,90000,Female,Los Angeles,2BHK,2GB,500,Yes,Married,3,Business,,Low,No,Yes
,60000,F,Chicago,Studio,16GB,,Yes,Widowed,,Business,10000,Very High,No,
30,1500000,Male,,3BHK,16GB,,Yes,Married,3,Business,10000,High,No,Yes
Unknown,80000,Other,,2BHK,2GB,Poor,Yes,Married,,Unemployed,20000,Very High,No,Yes
,70000,Male,Chicago,2BHK,2GB,Poor,No,Divorced,0,,5000,,No,Yes
Unknown,70000,Male,,2BHK,16GB,700,Yes,Married,2,,50000,Medium,No,Yes
Unknown,80000,,,2BHK,,Excellent,Yes,Single,1,Unemployed,10000,High,No,No
40,80000,Male,New York,4bhk,,,Yes,,3,Business,5000,,Yes,Yes
25,70000,Other,Chicago,3BHK,16GB,Excellent,Yes,,N/A,Self-Employed,150000,High,No,Yes
Unknown,N/A,,Chicago,Studio,16GB,Excellent,Yes,Widowed,,Business,,Very High,No,
30,60000,Male,New York,2BHK,8GB,600,Yes,Married,N/A,Business,Unknown,Low,No,No
30,N/A,Other,New York,Studio,8GB,400,Yes,Single,2,Unemployed,10000,,Yes,Yes
Unknown,70000,Other,New York,4bhk,6GB,400,Yes,Widowed,,,,Medium,No,Yes
25,90000,Female,Chicago,3BHK,2GB,800,Yes,Divorced,3,Business,,Very High,No,Yes
,N/A,Male,New York,2BHK,16GB,600,Yes,Widowed,0,,,,No,
,70000,F,New York,3BHK,,700,Yes,Widowed,N/A,Salaried,,Medium,No,Yes
30,60000,,,4bhk,8GB,700,Yes,Married,2,,,,No,Yes
30,N/A,Male,,3BHK,16GB,600,Yes,Divorced,3,Self-Employed,10000,Very High,No,Yes
,80000,Male,,1BHK,32GB,Poor,Yes,Widowed,3,Self-Employed,150000,,No,Yes
30,1500000,M,,Studio,8GB,500,Yes,Single,3,Business,50000,High,No,Yes
30,90000,Male,New York,3BHK,8GB,,Yes,Single,3,,20000,Very High,No,Yes
,90000,Other,New York,4bhk,16GB,700,Yes,,,Business,,,No,No
40,50000,Other,Chicago,3BHK,8GB,Poor,No,Divorced,3,Unemployed,,Low,No,No
35,60000,Male,,3BHK,16GB,,Yes,Divorced,N/A,Self-Employed,20000,,No,Yes
45,60000,,Chicago,Studio,16GB,500,No,,2,Business,150000,High,No,Yes
28,90000,Other,,1BHK,32GB,400,Yes,Widowed,,Unemployed,150000,Medium,No,
,1500000,M,Los Angeles,2BHK,32GB,300,Yes,Divorced,3,Business,10000,Medium,No,No
35,1500000,Male,New York,Studio,2GB,700,Yes,Single,1,,5000,Medium,No,
,,Other,Chicago,Studio,6GB,600,Yes,Single,1,,Unknown,Low,No,
Unknown,60000,M,Los Angeles,Studio,4GB,400,Yes,Married,2,,Unknown,High,No,Yes
40,N/A,Male,Chicago,4bhk,4GB,Poor,Yes,Divorced,0,,5000,Very High,No,No
Unknown,70000,Male,New York,2BHK,6GB,,Yes,Widowed,0,Salaried,10000,Medium,No,
28,60000,F,New York,Studio,32GB,,Yes,,,Unemployed,Unknown,High,No,
Unknown,90000,M,Chicago,4bhk,8GB,600,Yes,,,Unemployed,150000,,No,
Unknown,90000,Female,New York,3BHK,4GB,400,Yes,Widowed,,,20000,Low,No,Yes
35,1500000,Male,New York,Studio,,,Yes,Married,0,Salaried,5000,High,No,
,60000,Male,New York,Studio,8GB,600,Yes,,1,,150000,High,No,Yes
28,80000,Male,Los Angeles,3BHK,32GB,700,Yes,Divorced,0,Salaried,50000,Very High,No,No
,N/A,Male,Los Angeles,3BHK,2GB,800,Yes,Married,N/A,,10000,High,No,Yes
,,Female,Chicago,1BHK,2GB,,Yes,Divorced,3,Self-Employed,5000,Very High,No,
30,70000,Male,Los Angeles,3BHK,2GB,Excellent,Yes,Single,,Self-Employed,Unknown,Low,No,Yes
Unknown,N/A,Other,Los Angeles,Studio,16GB,500,Yes,Married,1,Business,10000,Low,No,No
28,N/A,Male,New York,2BHK,8GB,300,Yes,,2,,20000,,No,No
35,60000,,Chicago,1BHK,2GB,,Yes,Married,2,Unemployed,10000,Very High,No,
,90000,Female,,4bhk,2GB,400,Yes,Married,3,Business,10000,Very High,No,Yes
30,90000,M,Chicago,2BHK,,800,No,Married,1,Self-Employed,20000,Medium,No,Yes
35,90000,F,New York,3BHK,,500,Yes,Married,0,,,Medium,No,Yes
28,70000,Other,Chicago,2BHK,32GB,500,Yes,Divorced,0,Business,20000,,No,Yes
,60000,F,,3BHK,2GB,300,Yes,Single,N/A,,150000,Low,No,
30,90000,,Chicago,3BHK,2GB,600,Yes,Widowed,N/A,Self-Employed,10000,Medium,No,Yes
40,1500000,F,Chicago,2BHK,16GB,Poor,Yes,Married,0,Business,20000,High,No,Yes
,1500000,M,New York,Studio,2GB,600,Yes,,2,Self-Employed,,Low,No,
,1500000,Male,New York,3BHK,16GB,300,Yes,Married,,Salaried,150000,High,No,
40,60000,,Los Angeles,3BHK,2GB,800,Yes,,2,Self-Employed,5000,Very High,No,No
Unknown,60000,,Los Angeles,2BHK,16GB,,Yes,Divorced,N/A,,20000,Low,No,Yes
,70000,,Los Angeles,3BHK,8GB,700,Yes,,3,Unemployed,20000,,No,Yes
30,1500000,Male,New York,Studio,8GB,600,Yes,Widowed,0,Self-Employed,10000,Very High,No,Yes
28,,M,,3BHK,6GB,,Yes,Single,N/A,Unemployed,150000,Very High,No,
,60000,M,,1BHK,8GB,300,Yes,,N/A,Salaried,5000,High,No,Yes
45,60000,M,,3BHK,8GB,700,Yes,,,Business,50000,Very High,No,Yes
30,1500000,Male,Chicago,Studio,8GB,500,Yes,Single,0,Business,50000,Medium,No,
28,80000,M,New York,3BHK,2GB,Poor,Yes,Widowed,,Unemployed,Unknown,Low,No,Yes
25,,M,New York,1BHK,6GB,,Yes,Married,0,Business,20000,Medium,No,
Unknown,90000,,Chicago,4bhk,,800,Yes,,,Self-Employed,20000,High,No,
30,90000,Male,Chicago,4bhk,2GB,,No,Single,2,Unemployed,5000,High,No,No
Unknown,70000,Female,Chicago,Studio,6GB,,Yes,Divorced,3,,,Low,No,No
Unknown,60000,Male,Los Angeles,3BHK,,400,Yes,Single,3,Self-Employed,50000,Very High,No,No
30,70000,Male,Los Angeles,1BHK,,600,Yes,Divorced,0,Self-Employed,Unknown,,No,Yes
30,90000,Male,Los Angeles,4bhk,16GB,,Yes,Widowed,1,Self-Employed,5000,High,No,Yes
Unknown,60000,,Chicago,3BHK,16GB,700,Yes,Married,N/A,,20000,Low,No,No
,80000,Other,Los Angeles,Studio,,,Yes,Single,N/A,Salaried,50000,,No,
30,1500000,Male,Chicago,Studio,32GB,Excellent,Yes,,0,Business,150000,Very High,No,Yes
40,N/A,,Chicago,Studio,16GB,800,No,Widowed,,Unemployed,Unknown,High,No,
25,60000,,New York,3BHK,,700,Yes,Single,1,Salaried,10000,Low,No,
40,N/A,Male,Los Angeles,Studio,32GB,500,Yes,,2,Unemployed,50000,Low,No,Yes
30,60000,M,Chicago,4bhk,16GB,500,Yes,Single,,Business,Unknown,Low,No,Yes
30,1500000,Male,New York,2BHK,32GB,Excellent,Yes,Divorced,,,5000,High,No,
Unknown,70000,,,1BHK,16GB,Excellent,Yes,Single,0,Self-Employed,10000,,No,
30,70000,,New York,2BHK,16GB,,Yes,Single,0,Self-Employed,Unknown,Low,No,Yes
28,70000,Male,New York,2BHK,16GB,800,Yes,Single,N/A,,Unknown,Very High,No,Yes
Unknown,70000,Male,,4bhk,2GB,Poor,Yes,Widowed,0,Salaried,20000,Low,No,Yes
40,1500000,Male,New York,2BHK,6GB,500,Yes,Single,0,Salaried,,,No,No
28,1500000,F,Chicago,2BHK,2GB,600,Yes,,0,Unemployed,50000,High,No,
30,1500000,Female,Chicago,3BHK,4GB,700,No,Divorced,N/A,,20000,Low,No,No
28,80000,Male,Chicago,3BHK,16GB,500,Yes,Divorced,2,Salaried,150000,Low,No,Yes
Unknown,60000,Female,Los Angeles,Studio,2GB,500,Yes,Single,2,,10000,Very High,No,Yes
25,80000,Male,New York,Studio,8GB,400,Yes,Widowed,0,Business,,Very High,No,
28,60000,,Chicago,Studio,16GB,700,Yes,Widowed,N/A,Self-Employed,Unknown,Low,No,Yes
45,80000,Other,Chicago,3BHK,2GB,800,Yes,,2,Self-Employed,20000,Low,No,
Unknown,80000,M,Los Angeles,1BHK,,,Yes,Single,,Self-Employed,,Very High,No,
,60000,,Los Angeles,Studio,16GB,700,Yes,Divorced,2,,150000,,Yes,Yes
40,60000,,Los Angeles,2BHK,2GB,Excellent,Yes,Widowed,2,,50000,Medium,No,Yes
,60000,,Los Angeles,4bhk,16GB,400,Yes,Single,N/A,Unemployed,150000,Medium,No,Yes
Unknown,90000,,New York,Studio,8GB,,Yes,Widowed,,Self-Employed,10000,Low,No,
Unknown,N/A,F,Chicago,3BHK,8GB,,Yes,Widowed,N/A,Unemployed,5000,Very High,No,Yes
28,N/A,M,Los Angeles,Studio,8GB,600,Yes,Divorced,0,Self-Employed,20000,High,No,
30,90000,F,Chicago,Studio,,,Yes,Married,3,Unemployed,10000,High,No,No
28,,Male,Los Angeles,3BHK,6GB,400,Yes,,2,Unemployed,5000,Medium,No,Yes
,,Male,Los Angeles,3BHK,16GB,Excellent,Yes,,3,Business,20000,,No,
,60000,Male,New York,3BHK,,500,Yes,Divorced,N/A,Unemployed,10000,Medium,No,No
28,60000,,New York,3BHK,16GB,700,Yes,Widowed,N/A,,150000,Low,No,Yes
,70000,Male,Chicago,4bhk,,Poor,Yes,Single,N/A,Unemployed,10000,,No,Yes
,80000,Male,New York,Studio,,,Yes,Widowed,3,Self-Employed,,High,No,
,60000,Female,New York,3BHK,,,Yes,Divorced,N/A,Unemployed,150000,Very High,No,Yes
,90000,M,New York,4bhk,8GB,Poor,Yes,,0,Salaried,20000,Very High,No,Yes
,60000,Other,Los Angeles,Studio,,Poor,Yes,Widowed,N/A,Self-Employed,10000,Low,No,No
45,70000,Female,Los Angeles,Studio,16GB,400,Yes,,1,Salaried,Unknown,Medium,No,Yes
25,60000,Female,New York,2BHK,,Poor,Yes,Single,3,Self-Employed,20000,Low,Yes,
Unknown,60000,,Los Angeles,4bhk,2GB,400,Yes,,1,,10000,Very High,No,
Unknown,1500000,Female,New York,3BHK,2GB,,Yes,,N/A,,,High,No,Yes
25,80000,Female,New York,3BHK,8GB,,Yes,Married,0,,5000,Very High,No,No
,,Male,Los Angeles,4bhk,,300,Yes,Married,2,Salaried,5000,,No,
45,1500000,Male,Chicago,3BHK,8GB,Excellent,Yes,Married,,Business,Unknown,Very High,No,
Unknown,80000,M,Chicago,3BHK,32GB,500,Yes,,,Self-Employed,20000,Very High,No,Yes
40,,Female,New York,2BHK,16GB,700,Yes,Divorced,N/A,,,,No,
40,60000,,,4bhk,32GB,Poor,Yes,,0,Self-Employed,10000,Medium,No,No
30,90000,Male,,Studio,6GB,500,Yes,Divorced,3,Salaried,10000,Very High,No,Yes
40,90000,Female,New York,Studio,32GB,Excellent,Yes,Divorced,1,Business,5000,Low,No,Yes
28,70000,F,,3BHK,,600,No,Married,1,Salaried,,Very High,No,No
30,70000,F,New York,2BHK,2GB,700,No,Widowed,1,Self-Employed,150000,Low,No,No
45,90000,,Chicago,3BHK,16GB,,Yes,Single,3,Business,Unknown,,No,Yes
28,60000,,New York,Studio,16GB,500,Yes,Married,,Business,5000,Very High,No,No
45,,,,4bhk,2GB,Poor,Yes,Married,0,Salaried,5000,,No,
,70000,M,Chicago,2BHK,8GB,600,Yes,Widowed,3,,Unknown,,No,Yes
Unknown,60000,Male,Chicago,Studio,2GB,700,Yes,Single,1,Self-Employed,20000,Medium,No,
28,50000,Male,New York,3BHK,,Poor,No,,N/A,Unemployed,10000,Very High,No,Yes
28,1500000,Male,Chicago,3BHK,32GB,Excellent,Yes,,2,Unemployed,20000,Low,No,No
30,70000,F,Chicago,Studio,8GB,,Yes,Married,3,Salaried,,Low,No,No
,90000,Male,New York,3BHK,32GB,Excellent,Yes,Single,3,Self-Employed,150000,Very High,No,No
,1500000,F,Chicago,3BHK,,,Yes,Married,0,Self-Employed,50000,Medium,No,
,60000,Male,,3BHK,2GB,700,Yes,Divorced,0,Salaried,50000,Medium,No,Yes
30,90000,F,Los Angeles,2BHK,,700,Yes,Married,3,Self-Employed,50000,Medium,No,Yes
28,80000,Other,Los Angeles,3BHK,16GB,700,Yes,Married,1,,Unknown,Low,No,
28,N/A,Female,Los Angeles,3BHK,2GB,300,Yes,,2,Salaried,5000,,No,
,70000,F,New York,3BHK,,500,Yes,,0,,150000,Medium,No,Yes
30,1500000,,New York,Studio,6GB,700,Yes,,1,Self-Employed,20000,Low,No,
30,N/A,F,Los Angeles,2BHK,8GB,400,Yes,Divorced,N/A,Salaried,10000,Low,No,Yes
30,90000,Other,Chicago,4bhk,2GB,Poor,Yes,,0,Self-Employed,50000,,No,No
,90000,Other,,Studio,2GB,700,Yes,Single,1,Salaried,20000,Very High,No,No
45,50000,Male,Los Angeles,3BHK,8GB,Excellent,Yes,Widowed,1,Self-Employed,50000,Very High,No,
Unknown,90000,Male,Los Angeles,1BHK,8GB,Excellent,Yes,Single,2,,150000,Medium,No,
,60000,Male,Los Angeles,2BHK,8GB,600,No,Single,2,,50000,Medium,No,Yes
Unknown,1500000,Male,New York,1BHK,32GB,700,No,,N/A,Self-Employed,10000,,No,Yes
Unknown,60000,,,2BHK,,400,Yes,Widowed,1,Salaried,,Medium,No,Yes
45,60000,,New York,2BHK,6GB,Excellent,Yes,Widowed,,Unemployed,,,No,Yes
40,1500000,Male,,Studio,8GB,600,Yes,Widowed,1,,150000,Low,No,
,1500000,Male,Los Angeles,2BHK,2GB,,Yes,Divorced,2,,,Medium,No,
45,50000,Female,Chicago,Studio,16GB,,No,,,Unemployed,Unknown,Low,No,
Unknown,80000,Male,Chicago,4bhk,16GB,600,Yes,Widowed,0,Self-Employed,5000,High,No,Yes
40,80000,Male,New York,1BHK,2GB,700,Yes,Divorced,0,Salaried,Unknown,,No,
30,N/A,,Los Angeles,3BHK,16GB,,Yes,Married,3,Self-Employed,20000,High,No,Yes
,,Other,Los Angeles,4bhk,2GB,600,Yes,Married,2,Business,Unknown,Medium,No,Yes
35,70000,F,New York,2BHK,,Poor,Yes,Divorced,3,,20000,Low,No,Yes
28,90000,Male,Chicago,Studio,16GB,600,Yes,Divorced,,Business,20000,Medium,No,
,60000,Male,Los Angeles,Studio,6GB,Poor,Yes,,2,,5000,High,No,No
45,70000,Male,Los Angeles,2BHK,8GB,300,Yes,,N/A,,10000,Medium,No,
,70000,Other,Chicago,3BHK,2GB,,Yes,Married,1,Business,150000,Very High,No,
28,70000,M,Los Angeles,3BHK,,600,Yes,Widowed,N/A,Business,5000,High,No,Yes
Unknown,1500000,Female,Chicago,Studio,6GB,800,Yes,Married,,Self-Employed,150000,Medium,No,No
Unknown,1500000,F,,2BHK,2GB,300,Yes,Widowed,2,Business,,Low,No,
30,,,Los Angeles,3BHK,,300,Yes,Widowed,,Self-Employed,,Medium,No,No
30,,M,,1BHK,2GB,,Yes,,1,Self-Employed,Unknown,Low,No,
30,90000,Other,New York,3BHK,2GB,,Yes,Single,0,Self-Employed,20000,Very High,No,No
,90000,Male,New York,4bhk,6GB,,No,Single,0,,50000,Medium,No,No
28,70000,M,,Studio,2GB,700,Yes,Divorced,,,50000,Very High,No,
28,N/A,Female,Los Angeles,4bhk,,Poor,Yes,,3,Business,150000,High,No,
,70000,Male,Chicago,3BHK,8GB,Poor,Yes,Widowed,2,,20000,Low,No,Yes
30,70000,Male,,Studio,2GB,Excellent,Yes,Single,2,Business,150000,High,No,No
